symbol	Ensembl_Gene	Ensembl_nuc	five_utr_written	cds_written	three_utr_written	error
PPP1CA	ENSG00000172531.18	ENST00000376745.9	True	True	True	
PPP1CB	ENSG00000213639.13	ENST00000395366.3	True	True	True	
PPP1CC	ENSG00000186298.13	ENST00000335007.10	True	True	True	
PPP1R1A	ENSG00000135447.19	ENST00000257905.13	True	True	True	
PPP1R2	ENSG00000184203.10	ENST00000618156.5	True	True	True	
PPP1R3A	ENSG00000154415.9	ENST00000284601.4	True	True	True	
PPP1R3C	ENSG00000119938.10	ENST00000238994.6	True	True	True	
PPP1R3D	ENSG00000132825.7	ENST00000370996.5	True	True	True	
PPP1R7	ENSG00000115685.17	ENST00000234038.11	True	True	True	
PPP1R8	ENSG00000117751.20	ENST00000311772.10	True	True	True	
PPP1R10	ENSG00000204569.12	ENST00000376511.7	True	True	True	
PPP2CA	ENSG00000113575.15	ENST00000481195.6	True	True	True	
PPP2CB	ENSG00000104695.15	ENST00000221138.9	True	True	True	
PPP2R1A	ENSG00000105568.21	ENST00000322088.11	True	True	True	
PPP2R1B	ENSG00000137713.18	ENST00000527614.6	True	True	True	
PPP2R2A	ENSG00000221914.13	ENST00000380737.8	True	True	True	
PPP2R2B	ENSG00000156475.21	ENST00000394411.9	True	True	True	
PPP2R2C	ENSG00000074211.15	ENST00000382599.9	True	True	True	
PPP2R3A	ENSG00000073711.13	ENST00000264977.8	True	True	True	
PTPA	ENSG00000119383.23	ENST00000393370.7	True	True	True	
PPP2R5A	ENSG00000066027.14	ENST00000261461.7	True	True	True	
PPP2R5B	ENSG00000068971.16	ENST00000164133.7	True	True	True	
PPP2R5C	ENSG00000078304.22	ENST00000694906.1	True	True	True	
PPP2R5D	ENSG00000112640.18	ENST00000485511.6	True	True	True	
PPP2R5E	ENSG00000154001.16	ENST00000337537.8	True	True	True	
PPP3CA	ENSG00000138814.19	ENST00000394854.8	True	True	True	
PPP4C	ENSG00000149923.16	ENST00000279387.12	True	True	True	
PPP3CB	ENSG00000107758.18	ENST00000360663.10	True	True	True	
PPP3CC	ENSG00000120910.17	ENST00000240139.10	True	True	True	
PPP3R1	ENSG00000221823.12	ENST00000234310.8	True	True	True	
PPP3R2	ENSG00000188386.8	ENST00000374806.2	True	True	True	
PPP5C	ENSG00000011485.17	ENST00000012443.9	True	True	True	
PPP6C	ENSG00000119414.14	ENST00000373547.9	True	True	True	
PPT1	ENSG00000131238.20	ENST00000642050.2	True	True	True	
PPY	ENSG00000108849.10	ENST00000225992.8	True	True	True	
NPY4R	ENSG00000204174.10	ENST00000374312.5	True	True	True	
PRB3	ENSG00000197870.15	ENST00000538488.3	True	True	True	
PRB4	ENSG00000230657.10	ENST00000279575.7	True	True	True	
PRCC	ENSG00000143294.17	ENST00000271526.9	True	True	True	
PRCP	ENSG00000137509.14	ENST00000313010.8	True	True	True	
PRELP	ENSG00000188783.8	ENST00000343110.3	True	True	True	
PREP	ENSG00000085377.17	ENST00000652536.2	True	True	True	
PRF1	ENSG00000180644.10	ENST00000441259.2	True	True	True	
SRGN	ENSG00000122862.7	ENST00000242465.4	True	True	True	
PRG2	ENSG00000186652.12	ENST00000311862.10	True	True	True	
PRH1	ENSG00000231887.11	ENST00000543626.5	True	True	True	
PRH2	ENSG00000134551.15	ENST00000396400.4	True	True	True	
PRIM1	ENSG00000198056.18	ENST00000338193.11	True	True	True	
PRIM2	ENSG00000146143.21	ENST00000615550.5	True	True	True	
PRKAA1	ENSG00000132356.12	ENST00000397128.7	True	True	True	
PRKAA2	ENSG00000162409.14	ENST00000371244.9	True	True	True	
PRKAB1	ENSG00000111725.12	ENST00000229328.10	True	True	True	
PRKAB2	ENSG00000131791.10	ENST00000254101.4	True	True	True	
PRKACA	ENSG00000072062.18	ENST00000308677.9	True	True	True	
PRKACB	ENSG00000142875.23	ENST00000370685.7	True	True	True	
PRKACG	ENSG00000165059.8	ENST00000377276.5	True	True	True	
PKIA	ENSG00000171033.15	ENST00000396418.7	True	True	True	
PKIB	ENSG00000135549.18	ENST00000368452.7	True	True	True	
PRKAG1	ENSG00000181929.14	ENST00000548065.7	True	True	True	
PRKAR1A	ENSG00000108946.18	ENST00000589228.6	True	True	True	
PRKAR1B	ENSG00000188191.18	ENST00000537384.6	True	True	True	
PRKAR2A	ENSG00000114302.19	ENST00000265563.13	True	True	True	
PRKAR2B	ENSG00000005249.16	ENST00000265717.5	True	True	True	
PRKCA	ENSG00000154229.14	ENST00000413366.8	True	True	True	
PRKCB	ENSG00000166501.16	ENST00000643927.1	True	True	True	
PRKCD	ENSG00000163932.18	ENST00000330452.8	True	True	True	
PRKCE	ENSG00000171132.16	ENST00000306156.8	True	True	True	
PRKCG	ENSG00000126583.13	ENST00000263431.4	True	True	True	
PRKCH	ENSG00000027075.19	ENST00000332981.11	True	True	True	
PRKCI	ENSG00000163558.15	ENST00000295797.5	True	True	True	
PKN1	ENSG00000123143.15	ENST00000242783.11	True	True	True	
PKN2	ENSG00000065243.22	ENST00000370521.8	True	True	True	
PRKD1	ENSG00000184304.17	ENST00000331968.11	True	True	True	
PRKCQ	ENSG00000065675.18	ENST00000263125.10	True	True	True	
PRKCSH	ENSG00000130175.12	ENST00000677123.1	True	True	True	
PRKCZ	ENSG00000067606.19	ENST00000378567.8	True	True	True	
PRKDC	ENSG00000253729.11	ENST00000314191.7	True	True	True	
PRKG1	ENSG00000185532.21	ENST00000373980.11	True	True	True	
PRKG2	ENSG00000138669.13	ENST00000264399.6	True	True	True	
MAPK1	ENSG00000100030.17	ENST00000215832.11	True	True	True	
MAPK3	ENSG00000102882.14	ENST00000263025.9	True	True	True	
MAPK4	ENSG00000141639.14	ENST00000400384.7	True	True	True	
MAPK6	ENSG00000069956.16	ENST00000261845.7	True	True	True	
MAPK7	ENSG00000166484.22	ENST00000395604.8	True	True	True	
MAPK8	ENSG00000107643.19	ENST00000374189.6	True	True	True	
MAPK11	ENSG00000185386.17	ENST00000330651.11	True	True	True	
MAPK9	ENSG00000050748.20	ENST00000452135.7	True	True	True	
MAPK10	ENSG00000109339.26	ENST00000641462.2	True	True	True	
MAPK13	ENSG00000156711.19	ENST00000211287.9	True	True	True	
MAP2K1	ENSG00000169032.13	ENST00000307102.10	True	True	True	
MAP2K2	ENSG00000126934.17	ENST00000262948.10	True	True	True	
MAP2K3	ENSG00000034152.22	ENST00000342679.9	True	True	True	
MAP2K5	ENSG00000137764.22	ENST00000178640.10	True	True	True	
MAP2K6	ENSG00000108984.18	ENST00000590474.7	True	True	True	
MAP2K7	ENSG00000076984.20	ENST00000397979.4	True	True	True	
EIF2AK2	ENSG00000055332.21	ENST00000233057.9	True	True	True	
DNAJC3	ENSG00000102580.17	ENST00000602402.6	True	True	True	
THAP12	ENSG00000137492.11	ENST00000260045.8	True	True	True	
PRKX	ENSG00000183943.8	ENST00000262848.6	True	True	True	
PRL	ENSG00000172179.14	ENST00000306482.2	True	True	True	
PRLR	ENSG00000113494.19	ENST00000618457.5	True	True	True	
PRM1	ENSG00000175646.5	ENST00000312511.4	True	True	True	
PRM2	ENSG00000122304.12	ENST00000241808.9	True	True	True	
PRNP	ENSG00000171867.20	ENST00000379440.9	True	True	True	
PSPN	ENSG00000125650.5	ENST00000245810.2	True	True	True	
PROC	ENSG00000115718.20	ENST00000234071.8	True	True	True	
PRODH	ENSG00000100033.19	ENST00000357068.11	True	True	True	
PROP1	ENSG00000175325.2	ENST00000308304.2	True	True	True	
PROS1	ENSG00000184500.18	ENST00000394236.9	True	True	True	
PROX1	ENSG00000117707.19	ENST00000366958.9	True	True	True	
PRPH	ENSG00000135406.16	ENST00000257860.9	True	True	True	
PRPS1	ENSG00000147224.14	ENST00000372435.10	True	True	True	
PRPS2	ENSG00000101911.15	ENST00000380668.10	True	True	True	
PRPSAP1	ENSG00000161542.19	ENST00000446526.8	True	True	True	
PRPSAP2	ENSG00000141127.17	ENST00000268835.7	True	True	True	
PRRG1	ENSG00000130962.21	ENST00000378628.9	True	True	True	
PRRG2	ENSG00000126460.13	ENST00000246794.10	True	True	True	
LGMN	ENSG00000100600.17	ENST00000334869.9	True	True	True	
PRSS1	ENSG00000204983.15	ENST00000311737.12	True	True	True	
PRSS2	ENSG00000275896.8	ENST00000539842.6	True	True	True	
PRSS3	ENSG00000010438.17	ENST00000379405.4	True	True	True	
MASP1	ENSG00000127241.20	ENST00000296280.11	True	True	True	
MASP1	ENSG00000127241.20	ENST00000337774.10	True	True	True	
RELN	ENSG00000189056.16	ENST00000428762.6	True	True	True	
KLK7	ENSG00000169035.14	ENST00000595820.6	True	True	True	
TMPRSS15	ENSG00000154646.9	ENST00000284885.8	True	True	True	
PRSS8	ENSG00000052344.18	ENST00000317508.11	True	True	True	
KLK6	ENSG00000167755.16	ENST00000310157.7	True	True	True	
HTRA1	ENSG00000166033.15	ENST00000368984.8	True	True	True	
KLK10	ENSG00000129451.14	ENST00000358789.8	True	True	True	
PRTN3	ENSG00000196415.11	ENST00000234347.10	True	True	True	
PSAP	ENSG00000197746.17	ENST00000394936.8	True	True	True	
PSD	ENSG00000059915.19	ENST00000020673.6	True	True	True	
PSEN1	ENSG00000080815.22	ENST00000324501.10	True	True	True	
PSEN2	ENSG00000143801.20	ENST00000366783.8	True	True	True	
PSG1	ENSG00000231924.11	ENST00000436291.7	True	True	True	
PSG2	ENSG00000242221.10	ENST00000406487.6	True	True	True	
PSG3	ENSG00000221826.11	ENST00000327495.10	True	True	True	
PSG4	ENSG00000243137.9	ENST00000405312.8	True	True	True	
PSG5	ENSG00000204941.15	ENST00000342951.11	True	True	True	
PSG6	ENSG00000170848.17	ENST00000187910.7	True	True	True	
PSG7	ENSG00000221878.14	ENST00000406070.7	True	True	True	
PSG9	ENSG00000183668.19	ENST00000270077.8	True	True	True	
PSG11	ENSG00000243130.9	ENST00000320078.12	True	True	True	
PSKH1	ENSG00000159792.11	ENST00000291041.6	True	True	True	
PSMA1	ENSG00000129084.21	ENST00000396394.7	True	True	True	
PSMA2	ENSG00000106588.14	ENST00000223321.9	True	True	True	
PSMA3	ENSG00000100567.15	ENST00000216455.9	True	True	True	
PSMA4	ENSG00000041357.18	ENST00000044462.12	True	True	True	
PSMA5	ENSG00000143106.15	ENST00000271308.9	True	True	True	
PSMA6	ENSG00000100902.13	ENST00000261479.9	True	True	True	
PSMA7	ENSG00000101182.17	ENST00000370873.9	True	True	True	
PSMB1	ENSG00000008018.11	ENST00000262193.7	True	True	True	
PSMB2	ENSG00000126067.14	ENST00000373237.4	True	True	True	
PSMB3	ENSG00000277791.7	ENST00000619426.5	True	True	True	
PSMB4	ENSG00000159377.13	ENST00000290541.7	True	True	True	
PSMB5	ENSG00000100804.21	ENST00000361611.11	True	True	True	
PSMB6	ENSG00000142507.12	ENST00000270586.8	True	True	True	
PSMB7	ENSG00000136930.15	ENST00000259457.8	True	True	True	
PSMB8	ENSG00000204264.14	ENST00000374882.8	True	True	True	
PYY	ENSG00000131096.13	ENST00000692052.1	True	True	True	
PSMB9	ENSG00000240065.11	ENST00000374859.3	True	True	True	
PSMB10	ENSG00000205220.14	ENST00000358514.9	True	True	True	
PSMC1	ENSG00000100764.16	ENST00000261303.13	True	True	True	
PSMC2	ENSG00000161057.15	ENST00000292644.5	True	True	True	
PSMC3	ENSG00000165916.11	ENST00000298852.8	True	True	True	
PSMC4	ENSG00000013275.10	ENST00000157812.7	True	True	True	
PSMC5	ENSG00000087191.16	ENST00000310144.11	True	True	True	
PSMC6	ENSG00000100519.14	ENST00000445930.7	True	True	True	
PSMD1	ENSG00000173692.16	ENST00000308696.11	True	True	True	
PSMD2	ENSG00000175166.19	ENST00000310118.9	True	True	True	
PSMD3	ENSG00000108344.17	ENST00000264639.9	True	True	True	
PSMD4	ENSG00000159352.18	ENST00000368884.8	True	True	True	
PSMD5	ENSG00000095261.16	ENST00000210313.8	True	True	True	
PSMD7	ENSG00000103035.13	ENST00000219313.9	True	True	True	
PSMD8	ENSG00000099341.14	ENST00000215071.9	True	True	True	
PSMD9	ENSG00000110801.16	ENST00000541212.6	True	True	True	
PSMD10	ENSG00000101843.21	ENST00000217958.8	True	True	True	
PSMD11	ENSG00000108671.13	ENST00000261712.8	True	True	True	
PSMD12	ENSG00000197170.12	ENST00000356126.8	True	True	True	
PSMD13	ENSG00000185627.21	ENST00000532097.6	True	True	True	
PSME1	ENSG00000092010.17	ENST00000206451.11	True	True	True	
PSME2	ENSG00000100911.18	ENST00000216802.10	True	True	True	
PSPH	ENSG00000146733.16	ENST00000275605.8	True	True	True	
PTAFR	ENSG00000169403.14	ENST00000373857.8	True	True	True	
PTBP1	ENSG00000011304.24	ENST00000356948.11	True	True	True	
TAS2R38	ENSG00000257138.1	ENST00000547270.1	True	True	True	
PTCH1	ENSG00000185920.19	ENST00000331920.11	True	True	True	
PTCH1	ENSG00000185920.19	ENST00000437951.6	True	True	True	
PTEN	ENSG00000171862.16	ENST00000371953.8	True	True	True	
PTGDR	ENSG00000168229.5	ENST00000306051.3	True	True	True	
PTGDS	ENSG00000107317.15	ENST00000371625.8	True	True	True	
PTGER1	ENSG00000160951.6	ENST00000292513.4	True	True	True	
PTGER2	ENSG00000125384.9	ENST00000245457.6	True	True	True	
PTGER3	ENSG00000050628.23	ENST00000306666.10	True	True	True	
PTGER4	ENSG00000171522.8	ENST00000302472.4	True	True	True	
PTGFR	ENSG00000122420.12	ENST00000370757.8	True	True	True	
PTGFRN	ENSG00000134247.12	ENST00000393203.3	True	True	True	
PTGIR	ENSG00000160013.12	ENST00000291294.7	True	True	True	
PTGIS	ENSG00000124212.8	ENST00000244043.5	True	True	True	
PTH	ENSG00000152266.7	ENST00000282091.6	True	True	True	
PTGS1	ENSG00000095303.19	ENST00000362012.7	True	True	True	
PTGS2	ENSG00000073756.13	ENST00000367468.10	True	True	True	
PTHLH	ENSG00000087494.18	ENST00000545234.6	True	True	True	
PTH1R	ENSG00000160801.16	ENST00000449590.6	True	True	True	
PTH2R	ENSG00000144407.11	ENST00000272847.7	True	True	True	
PTK2	ENSG00000169398.22	ENST00000696786.1	True	True	True	
PTK6	ENSG00000101213.9	ENST00000542869.3	True	True	True	
PTK7	ENSG00000112655.18	ENST00000230419.9	True	True	True	
TWF1	ENSG00000151239.16	ENST00000395510.7	True	True	True	
PTMA	ENSG00000187514.19	ENST00000409115.8	True	True	True	
PTMS	ENSG00000159335.20	ENST00000309083.8	True	True	True	
PTN	ENSG00000105894.15	ENST00000348225.7	True	True	True	
QSOX1	ENSG00000116260.18	ENST00000367602.8	True	True	True	
PTPN1	ENSG00000196396.12	ENST00000371621.5	True	True	True	
PTPN2	ENSG00000175354.22	ENST00000309660.10	True	True	True	
PTPN3	ENSG00000070159.16	ENST00000374541.4	True	True	True	
PTPN4	ENSG00000088179.11	ENST00000263708.7	True	True	True	
PTPN6	ENSG00000111679.19	ENST00000318974.14	True	True	True	
PTPN7	ENSG00000143851.19	ENST00000691036.1	True	True	True	
PTPN9	ENSG00000169410.13	ENST00000618819.5	True	True	True	
PTPN11	ENSG00000179295.21	ENST00000351677.7	True	True	True	
PTPN12	ENSG00000127947.18	ENST00000248594.11	True	True	True	
PTPN13	ENSG00000163629.15	ENST00000411767.7	True	True	True	
PTPN14	ENSG00000152104.13	ENST00000366956.10	True	True	True	
PTPRA	ENSG00000132670.23	ENST00000399903.7	True	True	True	
PTPRB	ENSG00000127329.18	ENST00000334414.11	True	True	True	
PTPRC	ENSG00000081237.24	ENST00000442510.8	True	True	True	
PTPRD	ENSG00000153707.21	ENST00000381196.9	True	True	True	
PTPRCAP	ENSG00000213402.3	ENST00000326294.4	True	True	True	
PTPRE	ENSG00000132334.19	ENST00000254667.8	True	True	True	
PTPRF	ENSG00000142949.20	ENST00000359947.9	True	True	True	
PTPRG	ENSG00000144724.20	ENST00000474889.6	True	True	True	
PTPRH	ENSG00000080031.12	ENST00000376350.8	True	True	True	
PTPRJ	ENSG00000149177.16	ENST00000418331.7	True	True	True	
PTPRK	ENSG00000152894.17	ENST00000368226.9	True	True	True	
PTPRM	ENSG00000173482.18	ENST00000580170.6	True	True	True	
PTPRN	ENSG00000054356.16	ENST00000295718.7	True	True	True	
PTPRN2	ENSG00000155093.21	ENST00000389418.9	True	True	True	
PTPRO	ENSG00000151490.17	ENST00000281171.9	True	True	True	
PTPRR	ENSG00000153233.14	ENST00000283228.7	True	True	True	
PTPRS	ENSG00000105426.22	ENST00000262963.11	True	True	True	
PTPRZ1	ENSG00000106278.14	ENST00000393386.7	True	True	True	
PTS	ENSG00000150787.10	ENST00000280362.8	True	True	True	
PTX3	ENSG00000163661.6	ENST00000295927.4	True	True	True	
RAD1	ENSG00000113456.22	ENST00000382038.7	True	True	True	
PURA	ENSG00000185129.8	ENST00000331327.5	True	True	True	
PURB	ENSG00000146676.10	ENST00000395699.5	True	True	True	
PVALB	ENSG00000100362.15	ENST00000417718.7	True	True	True	
PVR	ENSG00000073008.18	ENST00000425690.8	True	True	True	
NECTIN1	ENSG00000110400.12	ENST00000264025.8	True	True	True	
NECTIN2	ENSG00000130202.12	ENST00000252483.10	True	True	True	
PVT1	ENSG00000249859.15	ENST00000667305.2	False	True	False	
PWP2	ENSG00000241945.10	ENST00000291576.12	True	True	True	
PEX19	ENSG00000162735.21	ENST00000368072.10	True	True	True	
ABCD3	ENSG00000117528.16	ENST00000370214.9	True	True	True	
ABCD4	ENSG00000119688.23	ENST00000356924.9	True	True	True	
PXMP2	ENSG00000176894.12	ENST00000317479.8	True	True	True	
PEX2	ENSG00000164751.17	ENST00000357039.9	True	True	True	
PXN	ENSG00000089159.19	ENST00000637617.2	True	True	True	
PEX5	ENSG00000139197.13	ENST00000675855.1	True	True	True	
PYCR1	ENSG00000183010.19	ENST00000329875.13	True	True	True	
ALDH18A1	ENSG00000059573.11	ENST00000371224.7	True	True	True	
PCYT2	ENSG00000185813.13	ENST00000538936.7	True	True	True	
PYGB	ENSG00000100994.14	ENST00000216962.9	True	True	True	
PYGL	ENSG00000100504.19	ENST00000216392.8	True	True	True	
PYGM	ENSG00000068976.16	ENST00000164139.4	True	True	True	
PZP	ENSG00000126838.12	ENST00000261336.7	True	True	True	
QARS1	ENSG00000172053.20	ENST00000306125.12	True	True	True	
QDPR	ENSG00000151552.15	ENST00000281243.10	True	True	True	
RAB1A	ENSG00000138069.20	ENST00000409784.8	True	True	True	
RAB2A	ENSG00000104388.17	ENST00000262646.12	True	True	True	
RGL2	ENSG00000237441.12	ENST00000497454.6	True	True	True	
RAB3A	ENSG00000105649.12	ENST00000222256.9	True	True	True	
RAB3B	ENSG00000169213.9	ENST00000371655.4	True	True	True	
RAB3IL1	ENSG00000167994.15	ENST00000394836.7	True	True	True	
RAB4A	ENSG00000168118.14	ENST00000366690.5	True	True	True	
RAB5A	ENSG00000144566.13	ENST00000273047.9	True	True	True	
RAB5B	ENSG00000111540.18	ENST00000360299.10	True	True	True	
RAB6A	ENSG00000175582.22	ENST00000336083.8	True	True	True	
MAP4K2	ENSG00000168067.14	ENST00000294066.7	True	True	True	
RAB13	ENSG00000143545.12	ENST00000368575.5	True	True	True	
RAB27A	ENSG00000069974.19	ENST00000336787.6	True	True	True	
RAB27B	ENSG00000041353.12	ENST00000262094.10	True	True	True	
RABGGTA	ENSG00000100949.17	ENST00000216840.11	True	True	True	
RABGGTB	ENSG00000137955.18	ENST00000319942.8	True	True	True	
RABIF	ENSG00000183155.7	ENST00000367262.4	True	True	True	
RAB5C	ENSG00000108774.17	ENST00000346213.9	True	True	True	
RAC1	ENSG00000136238.22	ENST00000348035.9	True	True	True	
RAC2	ENSG00000128340.18	ENST00000249071.11	True	True	True	
RAC3	ENSG00000169750.11	ENST00000306897.9	True	True	True	
RAD9A	ENSG00000172613.10	ENST00000307980.7	True	True	True	
RAD17	ENSG00000152942.21	ENST00000354868.10	True	True	True	
RAD21	ENSG00000164754.18	ENST00000297338.7	True	True	True	
RAD23A	ENSG00000179262.12	ENST00000586534.6	True	True	True	
RAD23B	ENSG00000119318.15	ENST00000358015.8	True	True	True	
RAD51	ENSG00000051180.19	ENST00000267868.8	True	True	True	
RAD51C	ENSG00000108384.18	ENST00000337432.9	True	True	True	
RAD51B	ENSG00000182185.20	ENST00000471583.6	True	True	True	
MOK	ENSG00000080823.25	ENST00000361847.7	True	True	True	
RAD51D	ENSG00000185379.23	ENST00000345365.11	True	True	True	
RAD52	ENSG00000002016.20	ENST00000358495.8	True	True	True	
RAF1	ENSG00000132155.16	ENST00000251849.9	True	True	True	
RAG1	ENSG00000166349.12	ENST00000299440.6	True	True	True	
RAG2	ENSG00000175097.9	ENST00000311485.8	True	True	True	
RALA	ENSG00000006451.10	ENST00000005257.7	True	True	True	
RALB	ENSG00000144118.16	ENST00000272519.10	True	True	True	
RALGDS	ENSG00000160271.18	ENST00000372050.8	True	True	True	
RAN	ENSG00000132341.14	ENST00000543796.6	True	True	True	
RANBP1	ENSG00000099901.20	ENST00000430524.6	True	True	True	
RANBP2	ENSG00000153201.19	ENST00000283195.11	True	True	True	
RANGAP1	ENSG00000100401.23	ENST00000356244.8	True	True	True	
RAP1A	ENSG00000116473.17	ENST00000369709.4	True	True	True	
RAP1B	ENSG00000127314.20	ENST00000250559.14	True	True	True	
RAP1GAP	ENSG00000076864.23	ENST00000374765.9	True	True	True	
RAP1GDS1	ENSG00000138698.17	ENST00000408927.8	True	True	True	
RAP2A	ENSG00000125249.8	ENST00000245304.5	True	True	True	
RAP2B	ENSG00000181467.5	ENST00000323534.5	True	True	True	
RAPSN	ENSG00000165917.12	ENST00000298854.7	True	True	True	
RARA	ENSG00000131759.20	ENST00000254066.10	True	True	True	
RARB	ENSG00000077092.22	ENST00000330688.9	True	True	True	
RARG	ENSG00000172819.19	ENST00000425354.7	True	True	True	
RARS1	ENSG00000113643.11	ENST00000231572.8	True	True	True	
RARRES1	ENSG00000118849.12	ENST00000237696.10	True	True	True	
RARRES2	ENSG00000106538.12	ENST00000223271.8	True	True	True	
PLAAT4	ENSG00000133321.14	ENST00000255688.8	True	True	True	
RASA1	ENSG00000145715.17	ENST00000274376.11	True	True	True	
RASA2	ENSG00000155903.16	ENST00000286364.9	True	True	True	
RASGRF1	ENSG00000058335.17	ENST00000558480.7	True	True	True	
RASGRF2	ENSG00000113319.15	ENST00000265080.9	True	True	True	
RB1	ENSG00000139687.19	ENST00000267163.6	True	True	True	
ARID4A	ENSG00000032219.21	ENST00000355431.8	True	True	True	
KDM5A	ENSG00000073614.14	ENST00000399788.7	True	True	True	
RBBP4	ENSG00000162521.20	ENST00000373493.10	True	True	True	
RBBP5	ENSG00000117222.16	ENST00000264515.11	True	True	True	
RBBP6	ENSG00000122257.22	ENST00000319715.10	True	True	True	
RBBP7	ENSG00000102054.20	ENST00000380087.7	True	True	True	
RBBP8	ENSG00000101773.21	ENST00000327155.10	True	True	True	
RBL1	ENSG00000080839.14	ENST00000373664.8	True	True	True	
RBL2	ENSG00000103479.19	ENST00000262133.11	True	True	True	
RBM3	ENSG00000102317.20	ENST00000376759.8	True	True	True	
RBM4	ENSG00000173933.23	ENST00000310092.12	True	True	True	
RBMS1	ENSG00000153250.23	ENST00000348849.8	True	True	True	
RBMS2	ENSG00000076067.16	ENST00000262031.10	True	True	True	
RBMY1A1	ENSG00000234414.9	ENST00000382707.6	True	True	True	
RBP1	ENSG00000114115.13	ENST00000672186.1	True	True	True	
RBP2	ENSG00000114113.8	ENST00000232217.6	True	True	True	
RBP3	ENSG00000265203.2	ENST00000584701.2	True	True	True	
